
Cboe Volatility Index,Last: 24.36,Change:  -2.83
Date: 16 marzo 2026 alle ore 13:40 GMT-4,Bid: 0,Ask: 0,Size: 0*0,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Jul 22 2026,VIX260722C00015000,8.9,0,8.3,8.65,0,0.4778,0.9406,0.0139,212,15.00,VIX260722P00015000,0.16,0.095,0.13,0.15,1,0.4898,-0.045,0.0139,43200
Wed Jul 22 2026,VIX260722C00016000,7.45,-0.675,7.5,7.7,1,0.4883,0.9089,0.0203,247,16.00,VIX260722P00016000,0.27,-0.015,0.27,0.31,162,0.5164,-0.0767,0.0203,42660
Wed Jul 22 2026,VIX260722C00017000,6.85,-0.475,6.75,6.95,1,0.5253,0.8654,0.0265,2569,17.00,VIX260722P00017000,0.54,0.03,0.5,0.55,6,0.5453,-0.1202,0.0265,3819
Wed Jul 22 2026,VIX260722C00018000,6.72,0,6.1,6.35,0,0.5619,0.8155,0.0312,574,18.00,VIX260722P00018000,0.9,0.04,0.84,0.91,1,0.5818,-0.1701,0.0312,10872
Wed Jul 22 2026,VIX260722C00019000,5.65,-0.525,5.55,5.8,4,0.605,0.7655,0.0343,262,19.00,VIX260722P00019000,1.33,0.055,1.26,1.35,8,0.6144,-0.2201,0.0343,357
Wed Jul 22 2026,VIX260722C00020000,5.17,-0.53,5.1,5.3,19,0.6379,0.7183,0.0361,15665,20.00,VIX260722P00020000,1.86,0.085,1.79,1.88,23,0.6506,-0.2673,0.0361,17668
Wed Jul 22 2026,VIX260722C00021000,4.94,0,4.7,4.9,0,0.6706,0.6743,0.037,792,21.00,VIX260722P00021000,2.43,0,2.36,2.46,0,0.6802,-0.3113,0.037,14749
Wed Jul 22 2026,VIX260722C00022000,4.37,-0.505,4.4,4.55,10,0.7051,0.6337,0.0374,11628,22.00,VIX260722P00022000,3.1,0.14,2.98,3.1,3,0.7083,-0.352,0.0374,11832
Wed Jul 22 2026,VIX260722C00023000,4.6,0,4.05,4.2,0,0.7242,0.5962,0.0373,202,23.00,VIX260722P00023000,3.6,0,3.65,3.75,0,0.7319,-0.3895,0.0373,3727
Wed Jul 22 2026,VIX260722C00024000,4.25,0,3.8,3.95,0,0.7535,0.5618,0.0369,1218,24.00,VIX260722P00024000,4.4,0.15,4.35,4.45,10,0.7545,-0.4239,0.0369,1182
Wed Jul 22 2026,VIX260722C00025000,3.54,-0.485,3.55,3.7,16,0.7756,0.5302,0.0363,1473,25.00,VIX260722P00025000,5.15,0.15,5.05,5.2,15,0.7745,-0.4554,0.0363,480
Wed Jul 22 2026,VIX260722C00026000,3.3,-0.5,3.3,3.45,12,0.7913,0.5015,0.0355,22503,26.00,VIX260722P00026000,5.85,0,5.8,5.95,0,0.7929,-0.4841,0.0355,117
Wed Jul 22 2026,VIX260722C00027000,3.22,-0.355,3.1,3.25,4,0.8108,0.4752,0.0346,551,27.00,VIX260722P00027000,6.5,0,6.6,6.75,0,0.8151,-0.5104,0.0346,46
Wed Jul 22 2026,VIX260722C00028000,2.94,-0.435,2.93,3.05,8,0.8284,0.4512,0.0337,563,28.00,VIX260722P00028000,7.45,0.15,7.4,7.55,5,0.8326,-0.5345,0.0337,552
Wed Jul 22 2026,VIX260722C00029000,3.13,0,2.77,2.88,0,0.8456,0.4291,0.0327,463,29.00,VIX260722P00029000,8.4,0,8.25,8.35,0,0.8506,-0.5566,0.0327,46
Wed Jul 22 2026,VIX260722C00030000,2.62,-0.41,2.62,2.73,193,0.8619,0.4088,0.0318,8695,30.00,VIX260722P00030000,9.1,0.2,9.05,9.2,10,0.8649,-0.5769,0.0318,35
Wed Jul 22 2026,VIX260722C00031000,2.47,-0.415,2.49,2.59,66,0.8778,0.39,0.0308,414,31.00,VIX260722P00031000,10.15,0,9.9,10.05,0,0.8807,-0.5956,0.0308,80
Wed Jul 22 2026,VIX260722C00032000,2.42,-0.34,2.36,2.47,55,0.8925,0.3727,0.0299,910,32.00,VIX260722P00032000,10.85,0.25,10.75,10.9,10,0.8935,-0.6129,0.0299,2
Wed Jul 22 2026,VIX260722C00033000,2.36,0,2.25,2.35,0,0.9066,0.3566,0.029,269,33.00,VIX260722P00033000,12.04,0,11.65,11.8,0,0.9134,-0.629,0.029,2
Wed Jul 22 2026,VIX260722C00034000,2.26,0,2.14,2.26,0,0.9224,0.3417,0.0281,372,34.00,VIX260722P00034000,0,0,12.55,12.7,0,0.931,-0.644,0.0281,0
Wed Jul 22 2026,VIX260722C00035000,2.15,-0.24,2.05,2.15,1,0.9339,0.3277,0.0273,1422,35.00,VIX260722P00035000,15.01,0,13.4,13.6,0,0.9416,-0.6579,0.0273,3
Wed Jul 22 2026,VIX260722C00036000,1.98,-0.33,1.96,2.06,1,0.9462,0.3145,0.0265,1187,36.00,VIX260722P00036000,15.55,0,14.3,14.5,0,0.9554,-0.6711,0.0265,3
Wed Jul 22 2026,VIX260722C00037000,1.97,-0.24,1.88,1.98,1,0.9592,0.3024,0.0257,302,37.00,VIX260722P00037000,0,0,15.2,15.4,0,0.9672,-0.6834,0.0257,0
Wed Jul 22 2026,VIX260722C00038000,1.91,0,1.8,1.9,0,0.9702,0.2908,0.025,391,38.00,VIX260722P00038000,0,0,16.1,16.3,0,0.9773,-0.6949,0.025,0
Wed Jul 22 2026,VIX260722C00039000,1.84,0,1.73,1.83,0,0.982,0.28,0.0243,1442,39.00,VIX260722P00039000,18.75,0,17,17.2,0,0.9854,-0.7056,0.0243,2
Wed Jul 22 2026,VIX260722C00040000,1.65,-0.325,1.66,1.76,13,0.9922,0.2697,0.0236,1685,40.00,VIX260722P00040000,17.75,0,17.95,18.15,0,1.0032,-0.7159,0.0236,7
Wed Jul 22 2026,VIX260722C00042500,1.63,0,1.5,1.6,0,1.0155,0.2466,0.022,886,42.50,VIX260722P00042500,21,0,20.25,20.45,0,1.026,-0.7391,0.022,3
Wed Jul 22 2026,VIX260722C00045000,1.65,0,1.37,1.48,0,1.04,0.2262,0.0205,1239,45.00,VIX260722P00045000,22.8,0,22.6,22.8,0,1.0534,-0.7594,0.0205,4
Wed Jul 22 2026,VIX260722C00047500,1.32,-0.195,1.25,1.36,12,1.0595,0.2084,0.0192,8044,47.50,VIX260722P00047500,0,0,24.9,25.15,0,1.0688,-0.7773,0.0192,0
Wed Jul 22 2026,VIX260722C00050000,1.2,-0.19,1.15,1.25,1,1.0776,0.1925,0.018,4762,50.00,VIX260722P00050000,27.6,0,27.3,27.5,0,1.0916,-0.7931,0.018,6
Wed Jul 22 2026,VIX260722C00055000,1.02,-0.17,0.97,1.07,5,1.1081,0.166,0.016,3493,55.00,VIX260722P00055000,0,0,32.05,32.25,0,1.1242,-0.8198,0.016,0
Wed Jul 22 2026,VIX260722C00060000,1.01,0,0.83,0.92,0,1.134,0.1446,0.0142,82491,60.00,VIX260722P00060000,0,0,36.8,37.05,0,1.149,-0.8412,0.0142,0
Wed Jul 22 2026,VIX260722C00065000,0.87,0,0.72,0.8,0,1.1575,0.127,0.0127,502,65.00,VIX260722P00065000,0,0,41.6,41.85,0,1.1692,-0.8586,0.0127,0
Wed Jul 22 2026,VIX260722C00070000,0.75,0,0.62,0.7,0,1.1761,0.1127,0.0115,14444,70.00,VIX260722P00070000,0,0,46.45,46.7,0,1.1971,-0.873,0.0115,0
Wed Jul 22 2026,VIX260722C00075000,0.6,-0.09,0.54,0.62,5,1.1939,0.1008,0.0104,848,75.00,VIX260722P00075000,0,0,51.3,51.55,0,1.2174,-0.8849,0.0104,0
Wed Jul 22 2026,VIX260722C00080000,0.61,0,0.48,0.55,0,1.2108,0.0908,0.0095,6545,80.00,VIX260722P00080000,58.25,0,56.15,56.4,0,1.2305,-0.8948,0.0095,1
Wed Jul 22 2026,VIX260722C00085000,0.55,0,0.42,0.5,0,1.2263,0.0824,0.0087,2454,85.00,VIX260722P00085000,0,0,61,61.25,0,1.2361,-0.9033,0.0087,0
Wed Jul 22 2026,VIX260722C00090000,0.39,-0.1,0.38,0.45,3,1.2416,0.0752,0.008,467,90.00,VIX260722P00090000,0,0,65.9,66.15,0,1.261,-0.9105,0.008,0
Wed Jul 22 2026,VIX260722C00095000,0.44,0,0.34,0.41,0,1.2549,0.0691,0.0074,5463,95.00,VIX260722P00095000,0,0,70.8,71.05,0,1.2822,-0.9166,0.0074,0
Wed Jul 22 2026,VIX260722C00100000,0.32,-0.08,0.31,0.38,21,1.2702,0.0638,0.0069,10314,100.00,VIX260722P00100000,75.85,0,75.7,75.95,0,1.2998,-0.922,0.0069,216
Wed Jul 22 2026,VIX260722C00110000,0.3,0,0.26,0.33,0,1.2979,0.0549,0.006,6503,110.00,VIX260722P00110000,85,0,85.5,85.8,0,1.3424,-0.9307,0.006,1
Wed Jul 22 2026,VIX260722C00120000,0.3,0,0.23,0.29,0,1.3258,0.0482,0.0053,4117,120.00,VIX260722P00120000,94.85,0,95.35,95.6,0,1.3769,-0.9375,0.0053,1
Wed Jul 22 2026,VIX260722C00130000,0.28,0,0.2,0.26,0,1.3497,0.0428,0.0047,10100,130.00,VIX260722P00130000,0,0,105.2,105.45,0,1.4217,-0.9428,0.0047,0
Wed Jul 22 2026,VIX260722C00140000,0.24,0,0.18,0.24,0,1.3756,0.0385,0.0043,35,140.00,VIX260722P00140000,0,0,115,115.3,0,1.4442,-0.9472,0.0043,0
Wed Jul 22 2026,VIX260722C00150000,0.17,-0.05,0.17,0.22,6,1.3965,0.0349,0.0039,609,150.00,VIX260722P00150000,124.94,0,124.85,125.15,0,1.4803,-0.9508,0.0039,216
Wed Jul 22 2026,VIX260722C00160000,0.21,0,0.15,0.21,0,1.4229,0.0319,0.0036,102,160.00,VIX260722P00160000,0,0,134.7,135,0,1.5132,-0.9538,0.0036,0
Wed Jul 22 2026,VIX260722C00170000,0.2,0,0.14,0.2,0,1.4463,0.0293,0.0033,302,170.00,VIX260722P00170000,0,0,144.55,144.85,0,1.5433,-0.9563,0.0033,0
Wed Jul 22 2026,VIX260722C00180000,0.16,0,0.13,0.2,0,1.4724,0.0271,0.003,402,180.00,VIX260722P00180000,0,0,154.4,154.7,0,1.5709,-0.9585,0.003,0
Wed Jul 22 2026,VIX260722C00190000,0.15,0,0.13,0.19,0,1.4964,0.0252,0.0028,777,190.00,VIX260722P00190000,0,0,164.25,164.55,0,1.5963,-0.9604,0.0028,0
Wed Jul 22 2026,VIX260722C00200000,0.16,0,0.12,0.18,0,1.5122,0.0235,0.0026,1727,200.00,VIX260722P00200000,0,0,173.95,174.55,0,1.6196,-0.9621,0.0026,0
