
Cboe Volatility Index,Last: 24.36,Change:  -2.83
Date: 16 marzo 2026 alle ore 13:50 GMT-4,Bid: 0,Ask: 0,Size: 0*0,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Oct 21 2026,VIX261021C00031000,2.58,0,2.6,3.1,0,0.7044,0.4092,0.0291,5,31.00,VIX261021P00031000,10.12,0.27,9.7,10.3,10,0.7123,-0.5671,0.0291,10
Wed Oct 21 2026,VIX261021C00032000,2.58,0,2.39,3,0,0.7123,0.3916,0.0284,20,32.00,VIX261021P00032000,0,0,10.55,11.1,0,0.7209,-0.5846,0.0284,0
Wed Oct 21 2026,VIX261021C00033000,2.96,0,2.27,2.9,0,0.7247,0.3752,0.0277,24,33.00,VIX261021P00033000,0,0,11.35,11.95,0,0.7273,-0.601,0.0277,0
Wed Oct 21 2026,VIX261021C00034000,0,0,2.15,2.79,0,0.7346,0.3598,0.027,0,34.00,VIX261021P00034000,0,0,12.2,12.85,0,0.7392,-0.6164,0.027,0
Wed Oct 21 2026,VIX261021C00035000,2.38,0,2.06,2.66,0,0.7435,0.3454,0.0263,98,35.00,VIX261021P00035000,0,0,13.05,13.7,0,0.7458,-0.6309,0.0263,0
Wed Oct 21 2026,VIX261021C00036000,2.3,0,1.97,2.54,0,0.7516,0.3318,0.0256,18,36.00,VIX261021P00036000,0,0,13.95,14.55,0,0.7546,-0.6445,0.0256,0
Wed Oct 21 2026,VIX261021C00037000,0,0,1.88,2.43,0,0.7591,0.319,0.025,0,37.00,VIX261021P00037000,0,0,14.8,15.45,0,0.7619,-0.6573,0.025,0
Wed Oct 21 2026,VIX261021C00038000,0,0,1.8,2.33,0,0.7668,0.3069,0.0244,0,38.00,VIX261021P00038000,0,0,15.7,16.35,0,0.7718,-0.6693,0.0244,0
Wed Oct 21 2026,VIX261021C00039000,2.1,0,1.73,2.19,0,0.7709,0.2956,0.0237,11,39.00,VIX261021P00039000,16.8,0,16.6,17.05,0,0.7645,-0.6807,0.0237,3
Wed Oct 21 2026,VIX261021C00040000,1.98,0,1.66,2.14,0,0.7816,0.2846,0.0231,330,40.00,VIX261021P00040000,18.73,0,17.45,18.2,0,0.7882,-0.6914,0.0231,1
Wed Oct 21 2026,VIX261021C00042500,1.72,0,1.51,1.94,0,0.7986,0.2603,0.0217,13,42.50,VIX261021P00042500,0,0,19.75,20.45,0,0.8072,-0.7158,0.0217,0
Wed Oct 21 2026,VIX261021C00045000,1.53,-0.175,1.37,1.77,25,0.8134,0.239,0.0204,308,45.00,VIX261021P00045000,0,0,22.1,22.75,0,0.8294,-0.7371,0.0204,0
Wed Oct 21 2026,VIX261021C00047500,1.38,0,1.25,1.61,0,0.8261,0.2203,0.0191,17,47.50,VIX261021P00047500,25.61,0,24.4,25.05,0,0.8427,-0.7558,0.0191,1
Wed Oct 21 2026,VIX261021C00050000,1.42,0,1.15,1.48,0,0.8392,0.2038,0.018,890,50.00,VIX261021P00050000,0,0,26.6,27.4,0,0.8469,-0.7723,0.018,0
Wed Oct 21 2026,VIX261021C00055000,1.24,0,0.96,1.25,0,0.8588,0.1761,0.016,377,55.00,VIX261021P00055000,32.5,0,31.3,32.05,0,0.868,-0.8001,0.016,2
Wed Oct 21 2026,VIX261021C00060000,1.04,0,0.82,1.08,0,0.8783,0.1538,0.0144,424,60.00,VIX261021P00060000,0,0,36,36.8,0,0.8881,-0.8223,0.0144,0
Wed Oct 21 2026,VIX261021C00065000,0.88,0,0.7,0.94,0,0.8942,0.1357,0.0129,21,65.00,VIX261021P00065000,0,0,40.75,41.6,0,0.9109,-0.8405,0.0129,0
Wed Oct 21 2026,VIX261021C00070000,0.72,-0.085,0.6,0.83,372,0.9087,0.1207,0.0117,30,70.00,VIX261021P00070000,0,0,45.5,46.35,0,0.9198,-0.8555,0.0117,0
Wed Oct 21 2026,VIX261021C00075000,0.68,0,0.48,0.74,0,0.9161,0.1081,0.0106,535,75.00,VIX261021P00075000,0,0,50.3,51.15,0,0.9354,-0.8681,0.0107,0
Wed Oct 21 2026,VIX261021C00080000,0.64,0,0.43,0.67,0,0.9317,0.0975,0.0097,67,80.00,VIX261021P00080000,0,0,55.1,56,0,0.9536,-0.8787,0.0097,0
Wed Oct 21 2026,VIX261021C00085000,0.55,0,0.38,0.61,0,0.9446,0.0884,0.0089,83,85.00,VIX261021P00085000,0,0,59.95,60.8,0,0.9677,-0.8878,0.0089,0
Wed Oct 21 2026,VIX261021C00090000,0.55,0,0.34,0.55,0,0.9554,0.0805,0.0082,18,90.00,VIX261021P00090000,0,0,64.75,65.65,0,0.978,-0.8957,0.0082,0
Wed Oct 21 2026,VIX261021C00095000,0,0,0.3,0.51,0,0.9667,0.0737,0.0076,0,95.00,VIX261021P00095000,0,0,69.6,70.5,0,0.9941,-0.9025,0.0076,0
Wed Oct 21 2026,VIX261021C00100000,0.4,0,0.3,0.48,0,0.9859,0.0678,0.0071,50,100.00,VIX261021P00100000,0,0,74.45,75.3,0,0.9975,-0.9085,0.0071,0
Wed Oct 21 2026,VIX261021C00110000,0.35,0,0.22,0.41,0,0.9972,0.0578,0.0061,8,110.00,VIX261021P00110000,0,0,84.15,85,0,1.0166,-0.9184,0.0061,0
Wed Oct 21 2026,VIX261021C00120000,0.3,0,0.19,0.37,0,1.0198,0.05,0.0054,2,120.00,VIX261021P00120000,0,0,93.85,94.75,0,1.0396,-0.9262,0.0054,0
Wed Oct 21 2026,VIX261021C00130000,0.23,0,0.16,0.33,0,1.0362,0.0437,0.0048,21,130.00,VIX261021P00130000,0,0,103.6,104.45,0,1.0566,-0.9326,0.0048,0
Wed Oct 21 2026,VIX261021C00140000,0.25,0,0.13,0.3,0,1.0501,0.0385,0.0042,4,140.00,VIX261021P00140000,0,0,113.3,114.2,0,1.0678,-0.9377,0.0042,0
Wed Oct 21 2026,VIX261021C00150000,0.25,0,0.11,0.28,0,1.0664,0.0342,0.0038,1,150.00,VIX261021P00150000,124.3,0,123.05,123.9,0,1.0732,-0.942,0.0038,1
Wed Oct 21 2026,VIX261021C00160000,0.23,0,0.09,0.26,0,1.0787,0.0306,0.0034,1,160.00,VIX261021P00160000,0,0,132.8,133.65,0,1.092,-0.9456,0.0034,0
Wed Oct 21 2026,VIX261021C00170000,0.19,0,0.08,0.24,0,1.0924,0.0275,0.0031,2,170.00,VIX261021P00170000,0,0,142.55,143.4,0,1.1083,-0.9487,0.0031,0
Wed Oct 21 2026,VIX261021C00180000,0.2,0,0.07,0.22,0,1.1029,0.0249,0.0028,22,180.00,VIX261021P00180000,0,0,152.3,153.15,0,1.1221,-0.9513,0.0028,0
Wed Oct 21 2026,VIX261021C00190000,0.2,0,0.06,0.21,0,1.1156,0.0227,0.0026,1,190.00,VIX261021P00190000,0,0,162.05,162.9,0,1.1336,-0.9536,0.0026,0
Wed Oct 21 2026,VIX261021C00200000,0.05,0,0.05,0.2,0,1.1264,0.0207,0.0024,158,200.00,VIX261021P00200000,172.85,0,171.8,172.65,0,1.1428,-0.9556,0.0024,4
