
Cboe Volatility Index,Last: 24.36,Change:  -2.83
Date: 16 marzo 2026 alle ore 13:50 GMT-4,Bid: 0,Ask: 0,Size: 0*0,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Nov 18 2026,VIX261118C00020000,6.1,0,5.15,6.1,0,0.5194,0.7072,0.0315,748,20.00,VIX261118P00020000,2.12,0.045,2.1,2.25,2,0.5329,-0.266,0.0315,383
Wed Nov 18 2026,VIX261118C00021000,5.3,0,4.75,5.7,0,0.5392,0.6692,0.0322,16,21.00,VIX261118P00021000,2.58,-0.09,2.37,2.97,2,0.5402,-0.304,0.0322,3085
Wed Nov 18 2026,VIX261118C00022000,4.68,0,4.35,5.3,0,0.551,0.6342,0.0324,60,22.00,VIX261118P00022000,3.3,0,2.95,3.4,0,0.5423,-0.3391,0.0324,68
Wed Nov 18 2026,VIX261118C00023000,4.45,0,4.15,4.95,0,0.5739,0.6017,0.0324,51,23.00,VIX261118P00023000,4,-0.025,3.6,4,1,0.5553,-0.3716,0.0324,164
Wed Nov 18 2026,VIX261118C00024000,4.2,-0.2,3.75,4.7,4,0.5841,0.5716,0.0322,34,24.00,VIX261118P00024000,4.65,0.05,4.3,4.95,62,0.5898,-0.4017,0.0322,110
Wed Nov 18 2026,VIX261118C00025000,4.18,-0.02,3.5,4.35,2,0.593,0.5435,0.0319,328,25.00,VIX261118P00025000,5.45,0.1,5.25,5.7,1,0.6223,-0.4297,0.0319,24
Wed Nov 18 2026,VIX261118C00026000,3.85,0,3.4,4.2,0,0.6209,0.5174,0.0315,28,26.00,VIX261118P00026000,6.1,0,5.75,6.55,0,0.627,-0.4559,0.0315,35
Wed Nov 18 2026,VIX261118C00027000,3.7,-0.05,3.1,3.95,2,0.6252,0.493,0.031,35,27.00,VIX261118P00027000,6.85,0,6.8,7.3,0,0.658,-0.4803,0.031,33
Wed Nov 18 2026,VIX261118C00028000,3.45,-0.3,2.94,3.85,1,0.6455,0.4701,0.0305,202,28.00,VIX261118P00028000,7.95,0,7.25,8.15,0,0.6527,-0.5031,0.0305,95
Wed Nov 18 2026,VIX261118C00029000,3.75,0,2.76,3.7,0,0.6584,0.4488,0.0299,74,29.00,VIX261118P00029000,8.55,0,8.05,8.85,0,0.6578,-0.5245,0.0299,0
Wed Nov 18 2026,VIX261118C00030000,3.2,0.145,2.86,3.25,1,0.6673,0.4287,0.0293,208,30.00,VIX261118P00030000,9.37,0.22,8.85,9.75,1,0.6737,-0.5445,0.0293,56
Wed Nov 18 2026,VIX261118C00031000,3.2,0,2.48,3.3,0,0.6753,0.41,0.0287,5,31.00,VIX261118P00031000,10.25,0,9.7,10.6,0,0.6874,-0.5633,0.0287,21
Wed Nov 18 2026,VIX261118C00032000,2.62,0,2.34,3.2,0,0.6874,0.3923,0.028,1,32.00,VIX261118P00032000,11.24,0,10.5,11.45,0,0.6957,-0.5809,0.028,3
Wed Nov 18 2026,VIX261118C00033000,2.83,0,2.21,3.05,0,0.6948,0.3758,0.0274,2,33.00,VIX261118P00033000,0,0,11.05,12.3,0,0.6848,-0.5975,0.0274,0
Wed Nov 18 2026,VIX261118C00034000,2.43,0,2.09,2.93,0,0.7033,0.3602,0.0267,12,34.00,VIX261118P00034000,0,0,11.9,13.15,0,0.6927,-0.6131,0.0267,0
Wed Nov 18 2026,VIX261118C00035000,2.45,-0.09,1.98,2.82,1,0.7116,0.3455,0.0261,353,35.00,VIX261118P00035000,0,0,12.7,14.05,0,0.699,-0.6277,0.0261,0
Wed Nov 18 2026,VIX261118C00036000,2.25,0,1.88,2.7,0,0.7185,0.3318,0.0254,0,36.00,VIX261118P00036000,0,0,13.6,14.9,0,0.7074,-0.6415,0.0254,0
Wed Nov 18 2026,VIX261118C00037000,2.16,0,1.78,2.61,0,0.7262,0.3188,0.0248,2,37.00,VIX261118P00037000,14.95,0,14.45,15.8,0,0.7144,-0.6545,0.0248,0
Wed Nov 18 2026,VIX261118C00038000,2.25,0,1.63,2.5,0,0.7275,0.3065,0.0242,15,38.00,VIX261118P00038000,0,0,15.35,16.7,0,0.724,-0.6667,0.0242,0
Wed Nov 18 2026,VIX261118C00039000,2.14,0,1.62,2.41,0,0.7395,0.295,0.0236,1,39.00,VIX261118P00039000,0,0,16.25,17.6,0,0.7324,-0.6782,0.0236,0
Wed Nov 18 2026,VIX261118C00040000,2,-0.1,1.8,2.3,1,0.7636,0.2841,0.023,102,40.00,VIX261118P00040000,17.71,0,17.1,18.5,0,0.736,-0.6892,0.023,1
Wed Nov 18 2026,VIX261118C00042500,1.78,0,1.37,2.13,0,0.7605,0.2594,0.0216,13,42.50,VIX261118P00042500,0,0,19.35,20.75,0,0.7503,-0.7138,0.0216,0
Wed Nov 18 2026,VIX261118C00045000,1.7,0,1.14,1.96,0,0.7669,0.2379,0.0203,120,45.00,VIX261118P00045000,0,0,21.6,23.1,0,0.7675,-0.7354,0.0203,0
Wed Nov 18 2026,VIX261118C00047500,1.2,0,1.02,1.79,0,0.7776,0.219,0.0191,315,47.50,VIX261118P00047500,0,0,24,25.4,0,0.7892,-0.7542,0.0191,0
Wed Nov 18 2026,VIX261118C00050000,1.33,-0.12,1.15,1.5,12,0.7966,0.2022,0.018,216,50.00,VIX261118P00050000,0,0,26.3,27.75,0,0.803,-0.7708,0.018,0
Wed Nov 18 2026,VIX261118C00055000,1.13,0,0.8,1.36,0,0.8073,0.1746,0.016,477,55.00,VIX261118P00055000,0,0,30.8,32.45,0,0.8106,-0.7986,0.016,0
Wed Nov 18 2026,VIX261118C00060000,1,-0.075,0.9,1.16,1,0.8485,0.1524,0.0143,31,60.00,VIX261118P00060000,0,0,35.5,37.2,0,0.8317,-0.8207,0.0143,0
Wed Nov 18 2026,VIX261118C00065000,0.9,0,0.44,1.01,0,0.8218,0.1344,0.0129,41,65.00,VIX261118P00065000,0,0,40.2,41.95,0,0.8439,-0.8387,0.0129,0
Wed Nov 18 2026,VIX261118C00070000,0.75,-0.05,0.38,0.89,7,0.8372,0.1197,0.0117,3,70.00,VIX261118P00070000,0,0,44.95,46.75,0,0.8609,-0.8535,0.0117,0
Wed Nov 18 2026,VIX261118C00075000,0.69,-0.04,0.34,0.79,372,0.8525,0.1073,0.0106,2,75.00,VIX261118P00075000,0,0,49.75,51.55,0,0.8792,-0.8658,0.0106,0
Wed Nov 18 2026,VIX261118C00080000,0.57,-0.11,0.4,0.71,2,0.8823,0.0969,0.0097,106,80.00,VIX261118P00080000,0,0,54.5,56.35,0,0.8851,-0.8763,0.0097,0
Wed Nov 18 2026,VIX261118C00085000,0.58,0,0.28,0.65,0,0.8823,0.088,0.0089,4,85.00,VIX261118P00085000,0,0,59.35,61.15,0,0.9022,-0.8852,0.0089,0
Wed Nov 18 2026,VIX261118C00090000,0.52,0.005,0.25,0.59,10,0.8934,0.0803,0.0082,120,90.00,VIX261118P00090000,0,0,64.15,66,0,0.9161,-0.8929,0.0082,0
Wed Nov 18 2026,VIX261118C00095000,1.02,0,0.22,0.54,0,0.9033,0.0736,0.0076,1,95.00,VIX261118P00095000,0,0,68.95,70.85,0,0.9271,-0.8996,0.0076,0
Wed Nov 18 2026,VIX261118C00100000,0.45,0,0.2,0.5,0,0.9144,0.0678,0.0071,14,100.00,VIX261118P00100000,0,0,73.8,75.65,0,0.9352,-0.9054,0.0071,0
Wed Nov 18 2026,VIX261118C00110000,0,0,0.16,0.44,0,0.9347,0.0581,0.0061,0,110.00,VIX261118P00110000,0,0,83.45,85.35,0,0.9545,-0.9151,0.0061,0
Wed Nov 18 2026,VIX261118C00120000,0,0,0.13,0.39,0,0.9523,0.0504,0.0054,0,120.00,VIX261118P00120000,94.4,0,93.15,95.05,0,0.9782,-0.9228,0.0054,60
Wed Nov 18 2026,VIX261118C00130000,0.25,0,0.11,0.35,0,0.9696,0.0442,0.0048,1,130.00,VIX261118P00130000,0,0,102.85,104.8,0,1.0096,-0.9291,0.0048,0
Wed Nov 18 2026,VIX261118C00140000,0.25,0,0.09,0.32,0,0.985,0.0391,0.0043,1,140.00,VIX261118P00140000,0,0,112.55,114.5,0,1.0243,-0.9342,0.0043,0
Wed Nov 18 2026,VIX261118C00150000,0.37,0,0.08,0.3,0,1.0033,0.0348,0.0038,5,150.00,VIX261118P00150000,0,0,122.25,124.2,0,1.0345,-0.9384,0.0038,0
Wed Nov 18 2026,VIX261118C00160000,0.24,0,0.07,0.27,0,1.0148,0.0313,0.0035,1,160.00,VIX261118P00160000,0,0,131.95,133.9,0,1.0401,-0.9419,0.0035,0
Wed Nov 18 2026,VIX261118C00170000,0.2,0,0.05,0.25,0,1.0228,0.0283,0.0032,2,170.00,VIX261118P00170000,0,0,141.7,143.7,0,1.0927,-0.945,0.0032,0
Wed Nov 18 2026,VIX261118C00180000,0.23,0,0.04,0.24,0,1.0365,0.0257,0.0029,1,180.00,VIX261118P00180000,0,0,151.4,153.4,0,1.095,-0.9476,0.0029,0
Wed Nov 18 2026,VIX261118C00190000,0.18,0,0.03,0.22,0,1.0433,0.0234,0.0027,1,190.00,VIX261118P00190000,0,0,161.15,163.15,0,1.1286,-0.9498,0.0027,0
Wed Nov 18 2026,VIX261118C00200000,0.11,-0.05,0.03,0.21,1,1.058,0.0215,0.0024,258,200.00,VIX261118P00200000,0,0,170.85,172.85,0,1.1268,-0.9517,0.0024,0
