
Cboe Volatility Index,Last: 24.36,Change:  -2.83
Date: 16 marzo 2026 alle ore 13:32 GMT-4,Bid: 0,Ask: 0,Size: 0*0,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Tue May 19 2026,VIX260519C00015000,7.9,-1.175,8.1,8.25,1,0.5728,0.96,0.0124,470,15.00,VIX260519P00015000,0.03,-0.05,0.06,0.09,1,0.5967,-0.0326,0.0124,11899
Tue May 19 2026,VIX260519C00016000,7.05,-1.125,7.25,7.35,20,0.6275,0.9324,0.0197,1043,16.00,VIX260519P00016000,0.18,0,0.17,0.19,285,0.6295,-0.0602,0.0197,61389
Tue May 19 2026,VIX260519C00017000,6.33,-1.045,6.45,6.55,16,0.6691,0.8863,0.0281,1563,17.00,VIX260519P00017000,0.35,-0.01,0.34,0.39,21,0.6661,-0.1064,0.0281,50235
Tue May 19 2026,VIX260519C00018000,6,-0.675,5.75,5.85,37,0.7127,0.8309,0.0347,1508,18.00,VIX260519P00018000,0.71,0.065,0.65,0.7,9,0.7178,-0.1618,0.0347,72548
Tue May 19 2026,VIX260519C00019000,5.1,-0.975,5.15,5.3,2,0.7653,0.7768,0.0394,2828,19.00,VIX260519P00019000,1.1,0.08,1.06,1.11,62,0.7668,-0.2159,0.0394,13349
Tue May 19 2026,VIX260519C00020000,4.83,-0.67,4.65,4.8,10,0.8101,0.7229,0.0423,32530,20.00,VIX260519P00020000,1.58,0.085,1.55,1.61,892,0.8122,-0.2698,0.0423,91037
Tue May 19 2026,VIX260519C00021000,4.3,-0.775,4.25,4.35,1,0.8525,0.671,0.0433,30808,21.00,VIX260519P00021000,2.22,0.205,2.12,2.19,146,0.8566,-0.3217,0.0433,45243
Tue May 19 2026,VIX260519C00022000,4.05,-0.625,3.9,4,4,0.8962,0.6239,0.0433,20363,22.00,VIX260519P00022000,2.85,0.245,2.74,2.82,2,0.8952,-0.3687,0.0433,36531
Tue May 19 2026,VIX260519C00023000,3.61,-0.69,3.55,3.7,1436,0.9304,0.5816,0.0427,57463,23.00,VIX260519P00023000,3.49,0.265,3.4,3.5,1028,0.93,-0.4111,0.0427,18009
Tue May 19 2026,VIX260519C00024000,3.3,-0.7,3.3,3.4,64,0.9647,0.5434,0.0418,58529,24.00,VIX260519P00024000,4.3,0.375,4.1,4.25,77,0.9663,-0.4492,0.0418,28439
Tue May 19 2026,VIX260519C00025000,3.09,-0.635,3.05,3.15,609,0.9946,0.5089,0.0407,75150,25.00,VIX260519P00025000,4.94,0.265,4.85,5,1015,0.998,-0.4837,0.0407,1466
Tue May 19 2026,VIX260519C00026000,2.79,-0.685,2.84,2.92,40,1.0228,0.4777,0.0395,8698,26.00,VIX260519P00026000,5.8,0.375,5.65,5.75,1,1.027,-0.515,0.0395,493
Tue May 19 2026,VIX260519C00027000,2.65,-0.625,2.65,2.74,1201,1.0523,0.4493,0.0382,14758,27.00,VIX260519P00027000,6.6,0.425,6.45,6.55,6,1.0544,-0.5433,0.0382,691
Tue May 19 2026,VIX260519C00028000,2.51,-0.54,2.48,2.55,685,1.0761,0.4236,0.0369,2220,28.00,VIX260519P00028000,7.5,0.525,7.25,7.4,15,1.0815,-0.569,0.0369,929
Tue May 19 2026,VIX260519C00029000,2.38,-0.525,2.35,2.4,56,1.1045,0.4002,0.0356,12078,29.00,VIX260519P00029000,8.15,0.325,8.1,8.2,1,1.1026,-0.5924,0.0356,240
Tue May 19 2026,VIX260519C00030000,2.24,-0.515,2.2,2.27,604,1.1276,0.3789,0.0343,40965,30.00,VIX260519P00030000,9.15,0.525,8.95,9.1,800,1.1317,-0.6138,0.0343,407
Tue May 19 2026,VIX260519C00031000,2.06,-0.555,2.08,2.15,59,1.1514,0.3595,0.033,2104,31.00,VIX260519P00031000,9.55,0,9.85,9.95,0,1.1563,-0.6332,0.033,223
Tue May 19 2026,VIX260519C00032000,1.99,-0.495,1.97,2.04,2603,1.1738,0.3417,0.0318,15703,32.00,VIX260519P00032000,10.4,0,10.7,10.85,0,1.1762,-0.651,0.0318,18
Tue May 19 2026,VIX260519C00033000,1.87,-0.505,1.87,1.94,53,1.1954,0.3254,0.0307,2544,33.00,VIX260519P00033000,11.65,0.425,11.6,11.75,10,1.1999,-0.6673,0.0307,3
Tue May 19 2026,VIX260519C00034000,1.81,-0.465,1.78,1.86,13,1.2179,0.3105,0.0296,1243,34.00,VIX260519P00034000,12.15,0,12.5,12.65,0,1.2202,-0.6822,0.0296,34
Tue May 19 2026,VIX260519C00035000,1.73,-0.445,1.7,1.78,395,1.2388,0.2967,0.0285,148202,35.00,VIX260519P00035000,13.55,0.525,13.45,13.55,12,1.2453,-0.696,0.0285,44
Tue May 19 2026,VIX260519C00036000,1.62,-0.465,1.62,1.7,20,1.2569,0.284,0.0275,14560,36.00,VIX260519P00036000,16.15,0,14.35,14.5,0,1.2674,-0.7087,0.0275,4
Tue May 19 2026,VIX260519C00037000,1.63,-0.375,1.56,1.63,4,1.2772,0.2722,0.0266,19877,37.00,VIX260519P00037000,15.65,0,15.25,15.4,0,1.2792,-0.7205,0.0266,6
Tue May 19 2026,VIX260519C00038000,1.48,-0.455,1.49,1.57,18,1.2951,0.2612,0.0256,1263,38.00,VIX260519P00038000,16.23,0,16.2,16.35,0,1.3043,-0.7315,0.0256,1
Tue May 19 2026,VIX260519C00039000,1.46,-0.39,1.44,1.51,285,1.3142,0.251,0.0248,471,39.00,VIX260519P00039000,17.9,0,17.15,17.25,0,1.3194,-0.7417,0.0248,2
Tue May 19 2026,VIX260519C00040000,1.41,-0.385,1.38,1.45,224,1.3296,0.2415,0.024,40227,40.00,VIX260519P00040000,17.95,0,18.05,18.2,0,1.3323,-0.7512,0.024,561
Tue May 19 2026,VIX260519C00042500,1.32,-0.32,1.26,1.33,1,1.3705,0.2202,0.0221,10431,42.50,VIX260519P00042500,22.24,0,20.4,20.55,0,1.3693,-0.7724,0.0221,4
Tue May 19 2026,VIX260519C00045000,1.16,-0.335,1.15,1.22,9,1.4053,0.202,0.0205,5600,45.00,VIX260519P00045000,22.7,0,22.8,22.95,0,1.4145,-0.7907,0.0205,102
Tue May 19 2026,VIX260519C00047500,1.05,-0.325,1.05,1.12,10,1.4354,0.1861,0.0191,147134,47.50,VIX260519P00047500,25.2,0,25.2,25.3,0,1.4425,-0.8066,0.0191,273
Tue May 19 2026,VIX260519C00050000,0.97,-0.315,0.96,1.04,290,1.4642,0.1721,0.0178,26141,50.00,VIX260519P00050000,27.7,0,27.55,27.7,0,1.4628,-0.8205,0.0178,14
Tue May 19 2026,VIX260519C00055000,0.85,-0.255,0.82,0.89,258,1.5137,0.1488,0.0156,33291,55.00,VIX260519P00055000,33.1,0,32.4,32.55,0,1.5264,-0.8439,0.0156,0
Tue May 19 2026,VIX260519C00060000,0.72,-0.235,0.7,0.77,333,1.5543,0.1301,0.0138,40584,60.00,VIX260519P00060000,39,0,37.25,37.4,0,1.5715,-0.8626,0.0138,19
Tue May 19 2026,VIX260519C00065000,0.61,-0.225,0.61,0.67,12,1.5908,0.1148,0.0124,51417,65.00,VIX260519P00065000,0,0,42.1,42.25,0,1.5998,-0.8779,0.0124,0
Tue May 19 2026,VIX260519C00070000,0.55,-0.175,0.56,0.59,67,1.631,0.1021,0.0111,52614,70.00,VIX260519P00070000,47.77,0,47,47.15,0,1.6417,-0.8906,0.0111,1
Tue May 19 2026,VIX260519C00075000,0.51,-0.13,0.46,0.52,1,1.6475,0.0914,0.01,38764,75.00,VIX260519P00075000,0,0,51.9,52.05,0,1.6732,-0.9012,0.01,0
Tue May 19 2026,VIX260519C00080000,0.43,-0.13,0.41,0.47,774,1.6766,0.0824,0.0091,27990,80.00,VIX260519P00080000,57.32,0,56.8,56.95,0,1.6952,-0.9103,0.0091,3
Tue May 19 2026,VIX260519C00085000,0.37,-0.145,0.36,0.39,53,1.6856,0.0746,0.0084,28333,85.00,VIX260519P00085000,61.28,0,61.7,61.85,0,1.7076,-0.918,0.0084,1
Tue May 19 2026,VIX260519C00090000,0.33,-0.13,0.32,0.38,61,1.7185,0.068,0.0077,7625,90.00,VIX260519P00090000,67.03,0,66.65,66.8,0,1.751,-0.9247,0.0077,2
Tue May 19 2026,VIX260519C00095000,0.29,-0.125,0.29,0.35,10,1.7419,0.0622,0.0071,40278,95.00,VIX260519P00095000,0,0,71.6,71.7,0,1.7695,-0.9305,0.0071,0
Tue May 19 2026,VIX260519C00100000,0.29,-0.08,0.27,0.32,285,1.7649,0.0571,0.0065,48366,100.00,VIX260519P00100000,78.23,0,76.5,76.65,0,1.782,-0.9356,0.0065,31
Tue May 19 2026,VIX260519C00110000,0.32,0,0.23,0.27,0,1.8026,0.0487,0.0056,9319,110.00,VIX260519P00110000,87.08,0,86.4,86.55,0,1.8408,-0.944,0.0056,2
Tue May 19 2026,VIX260519C00120000,0.25,0,0.2,0.27,0,1.8603,0.042,0.0049,715,120.00,VIX260519P00120000,95.75,0,96.3,96.45,0,1.8882,-0.9506,0.0049,1
Tue May 19 2026,VIX260519C00130000,0.2,-0.075,0.16,0.24,1400,1.8843,0.0367,0.0043,727,130.00,VIX260519P00130000,104.5,0,106.2,106.35,0,1.9257,-0.9559,0.0043,1
Tue May 19 2026,VIX260519C00140000,0.22,0,0.14,0.23,0,1.9247,0.0324,0.0038,609,140.00,VIX260519P00140000,115.55,0,116.15,116.25,0,1.9854,-0.9603,0.0038,1
Tue May 19 2026,VIX260519C00150000,0.2,0,0.13,0.21,0,1.9585,0.0288,0.0034,5365,150.00,VIX260519P00150000,0,0,126.05,126.15,0,2.008,-0.9638,0.0034,0
Tue May 19 2026,VIX260519C00160000,0.12,0,0.12,0.2,0,1.9943,0.0258,0.0031,10753,160.00,VIX260519P00160000,0,0,135.95,136.1,0,2.0578,-0.9668,0.0031,0
Tue May 19 2026,VIX260519C00170000,0.18,0,0.1,0.19,0,2.0169,0.0233,0.0028,752,170.00,VIX260519P00170000,0,0,145.9,146,0,2.1041,-0.9693,0.0028,0
Tue May 19 2026,VIX260519C00180000,0.16,0,0.09,0.18,0,2.0432,0.0212,0.0026,1738,180.00,VIX260519P00180000,0,0,155.8,155.95,0,2.1471,-0.9715,0.0026,0
Tue May 19 2026,VIX260519C00190000,0.14,0,0.08,0.17,0,2.0654,0.0194,0.0024,906,190.00,VIX260519P00190000,0,0,165.75,165.85,0,2.1873,-0.9733,0.0024,0
Tue May 19 2026,VIX260519C00200000,0.12,0,0.07,0.16,0,2.0838,0.0178,0.0022,18966,200.00,VIX260519P00200000,175.61,0,175.65,175.8,0,2.225,-0.9749,0.0022,3
