
Cboe Volatility Index,Last: 24.36,Change:  -2.83
Date: 16 marzo 2026 alle ore 13:41 GMT-4,Bid: 0,Ask: 0,Size: 0*0,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Aug 19 2026,VIX260819C00038000,2.08,0,1.82,1.95,0,0.8865,0.2949,0.0248,177,38.00,VIX260819P00038000,0,0,16.1,16.3,0,0.8943,-0.6879,0.0248,0
Wed Aug 19 2026,VIX260819C00039000,2.01,0,1.75,1.87,0,0.8962,0.284,0.0241,5154,39.00,VIX260819P00039000,0,0,17,17.2,0,0.9026,-0.6988,0.0241,0
Wed Aug 19 2026,VIX260819C00040000,1.7,-0.24,1.68,1.8,36,0.9057,0.2737,0.0234,1231,40.00,VIX260819P00040000,18.12,0.295,17.9,18.15,6,0.9146,-0.7091,0.0234,5
Wed Aug 19 2026,VIX260819C00042500,1.69,0,1.52,1.64,0,0.927,0.2504,0.0219,392,42.50,VIX260819P00042500,0,0,20.2,20.45,0,0.937,-0.7324,0.0219,0
Wed Aug 19 2026,VIX260819C00045000,1.42,-0.225,1.39,1.5,139,0.9471,0.23,0.0205,3908,45.00,VIX260819P00045000,0,0,22.55,22.75,0,0.9582,-0.7528,0.0205,0
Wed Aug 19 2026,VIX260819C00047500,1.47,0,1.27,1.37,0,0.9639,0.2119,0.0192,80773,47.50,VIX260819P00047500,0,0,24.85,25.1,0,0.974,-0.7708,0.0192,0
Wed Aug 19 2026,VIX260819C00050000,1.2,-0.19,1.19,1.26,3,0.9827,0.1959,0.018,107766,50.00,VIX260819P00050000,28.44,0,27.2,27.4,0,0.9845,-0.7868,0.018,3
Wed Aug 19 2026,VIX260819C00055000,1.03,-0.155,0.98,1.08,4,1.0071,0.1688,0.016,12759,55.00,VIX260819P00055000,0,0,31.9,32.15,0,1.0107,-0.8139,0.016,0
Wed Aug 19 2026,VIX260819C00060000,0.9,-0.125,0.84,0.93,2,1.0308,0.1469,0.0143,2000,60.00,VIX260819P00060000,37,0,36.65,36.9,0,1.0292,-0.8358,0.0143,5
Wed Aug 19 2026,VIX260819C00065000,0.85,0,0.72,0.81,0,1.0506,0.129,0.0128,858,65.00,VIX260819P00065000,0,0,41.45,41.7,0,1.0509,-0.8538,0.0128,0
Wed Aug 19 2026,VIX260819C00070000,0.65,-0.115,0.62,0.7,5005,1.0659,0.1141,0.0115,5436,70.00,VIX260819P00070000,0,0,46.3,46.55,0,1.0804,-0.8686,0.0115,0
Wed Aug 19 2026,VIX260819C00075000,0.64,0,0.54,0.62,0,1.0819,0.1017,0.0104,6241,75.00,VIX260819P00075000,0,0,51.1,51.4,0,1.0945,-0.881,0.0104,0
Wed Aug 19 2026,VIX260819C00080000,0.51,-0.08,0.47,0.55,5000,1.0952,0.0914,0.0095,5744,80.00,VIX260819P00080000,0,0,55.95,56.25,0,1.1113,-0.8914,0.0095,0
Wed Aug 19 2026,VIX260819C00085000,0.47,-0.055,0.42,0.5,19,1.1112,0.0826,0.0087,57578,85.00,VIX260819P00085000,0,0,60.85,61.1,0,1.1334,-0.9002,0.0087,0
Wed Aug 19 2026,VIX260819C00090000,0.44,-0.025,0.37,0.45,1,1.1226,0.0751,0.008,3994,90.00,VIX260819P00090000,0,0,65.7,66,0,1.1512,-0.9077,0.008,0
Wed Aug 19 2026,VIX260819C00095000,0.37,-0.05,0.33,0.41,3,1.1345,0.0687,0.0074,560,95.00,VIX260819P00095000,0,0,70.6,70.85,0,1.1658,-0.9141,0.0074,0
Wed Aug 19 2026,VIX260819C00100000,0.34,-0.03,0.3,0.37,9,1.1454,0.0632,0.0068,1518,100.00,VIX260819P00100000,0,0,75.45,75.75,0,1.1768,-0.9196,0.0068,0
Wed Aug 19 2026,VIX260819C00110000,0.32,0,0.25,0.32,0,1.1697,0.0542,0.006,5,110.00,VIX260819P00110000,0,0,85.25,85.55,0,1.2174,-0.9285,0.006,0
Wed Aug 19 2026,VIX260819C00120000,0.31,0,0.22,0.28,0,1.1943,0.0474,0.0052,5088,120.00,VIX260819P00120000,95.6,0,95.05,95.35,0,1.251,-0.9354,0.0052,1
Wed Aug 19 2026,VIX260819C00130000,0.21,0,0.19,0.26,0,1.2191,0.0419,0.0047,514,130.00,VIX260819P00130000,106.35,0,104.85,105.15,0,1.2784,-0.9408,0.0047,1
Wed Aug 19 2026,VIX260819C00140000,0.27,0,0.17,0.23,0,1.2381,0.0376,0.0042,5032,140.00,VIX260819P00140000,115.85,0,114.65,114.95,0,1.3006,-0.9452,0.0042,1
Wed Aug 19 2026,VIX260819C00150000,0.17,0,0.15,0.22,0,1.2608,0.0341,0.0038,6383,150.00,VIX260819P00150000,124.7,0,124.4,124.8,0,1.318,-0.9487,0.0038,1
Wed Aug 19 2026,VIX260819C00160000,0.18,0,0.14,0.2,0,1.2797,0.0312,0.0035,621,160.00,VIX260819P00160000,0,0,134.25,134.6,0,1.35,-0.9516,0.0035,0
Wed Aug 19 2026,VIX260819C00170000,0.17,0,0.13,0.19,0,1.3003,0.0287,0.0032,402,170.00,VIX260819P00170000,0,0,144.05,144.45,0,1.3795,-0.9541,0.0032,0
Wed Aug 19 2026,VIX260819C00180000,0.16,0,0.12,0.18,0,1.3182,0.0266,0.003,701,180.00,VIX260819P00180000,0,0,153.9,154.25,0,1.407,-0.9562,0.003,0
Wed Aug 19 2026,VIX260819C00190000,0.15,0,0.11,0.18,0,1.3394,0.0248,0.0028,602,190.00,VIX260819P00190000,0,0,163.65,164.1,0,1.4115,-0.9579,0.0028,0
Wed Aug 19 2026,VIX260819C00200000,0.14,0,0.11,0.17,0,1.3587,0.0233,0.0026,2392,200.00,VIX260819P00200000,0,0,173.45,173.9,0,1.4122,-0.9595,0.0026,0
